sample_id,run_id,group,severity,bad_name,ground_truth,current_token_prob,current_token_rank,gt_token_prob,gt_token_rank,entropy,argmax_confidence,argmax_decoded,top5
67,1,smell,mild,temp1,screenX,1.3286536500345392e-05,24.5,1.1723504798055728e-06,112.0,0.16447776556015015,0.9623275995254517,1,"[[""1"", 0.9943280816078186], [""2"", 0.003368835663422942], [""0"", 0.0007061462965793908], [""X"", 0.00045592233072966337], [""3"", 0.00024403765564784408]]"
67,1,control,none,,screenX,9.282014534761629e-08,194.5,9.282014534761629e-08,194.5,0.16023370623588562,0.9543637633323669,X,"[[""X"", 0.9997068047523499], [""Y"", 0.00024535777629353106], ["""", 1.300348412769381e-05], [""XY"", 6.9602638177457266e-06], [""X"", 4.493883807299426e-06]]"
67,1,mask,full,,screenX,6.458933555098662e-10,93870.5,4.1206266885751575e-05,9.5,0.08437325060367584,0.9833724498748779,X,"[[""X"", 0.9998852014541626], ["""", 4.264438757672906e-05], [""X"", 2.2825897758593783e-05], [""Y"", 1.669978337304201e-05], ["""", 4.494685526879039e-06]]"
81,1,smell,severe,xx,array,8.578029451200564e-07,14.0,4.690501143045367e-08,62.0,0.0017862446838989854,0.9998586177825928,,"[["""", 0.9998586177825928], ["""", 7.030685083009303e-05], ["""", 1.6699339539627545e-05], ["""", 1.384423921990674e-05], ["""", 4.936315690429183e-06]]"
81,1,smell,moderate,foo,array,7.56767917664547e-07,23.0,7.611015462316573e-08,60.0,0.005033841822296381,0.9995409250259399,,"[["""", 0.9995409250259399], ["""", 0.00023045401030685753], ["""", 6.602617941098288e-05], [""="", 2.752380896708928e-05], ["""", 1.8916816770797595e-05]]"
81,1,smell,mild,temp1,array,1.6229501476061614e-07,39.0,2.1327085164557502e-07,23.0,0.008423580788075924,0.9990766048431396,1,"[[""1"", 0.9986729621887207], [""0"", 0.0009106718352995813], [""2"", 0.0003350174520164728], [""Array"", 3.531057882355526e-05], [""3"", 1.8900391296483576e-05]]"
81,1,control,none,,array,7.897401843592888e-09,95.0,7.897401843592888e-09,95.0,0.004849589429795742,0.9995181560516357,,"[["""", 0.9995181560516357], ["""", 0.0002959021076094359], ["""", 9.024504106491804e-05], ["""", 3.1187850254355e-05], ["""", 1.568223706271965e-05]]"
81,1,mask,full,,array,6.979824704322901e-12,87767.0,1.815322775655659e-06,16.0,0.005353474523872137,0.9995027780532837,,"[["""", 0.9995027780532837], ["""", 0.00020336720626801252], ["""", 0.00010225944424746558], ["""", 5.4735537560191005e-05], ["""", 3.3198779419763014e-05]]"
84,1,smell,severe,x,resources,1.8060792399410275e-06,84.0,1.6314130846240005e-07,905.0,0.3521452844142914,0.9196820855140686,,"[["";"", 0.9196820855140686], ["";"", 0.06662154942750931], ["";"", 0.009597744792699814], ["";"", 0.0007400985341519117], ["""", 0.00039614620618522167]]"
84,1,smell,moderate,tmp,resources,5.375759064918384e-05,13.0,4.650942742046027e-07,610.0,0.30223506689071655,0.9514428377151489,,"[["";"", 0.9514428377151489], ["";"", 0.022375792264938354], ["";"", 0.01855018362402916], ["";"", 0.0008409102447330952], ["","", 0.000615223019849509]]"
84,1,smell,mild,myVar,resources,2.0850545467965276e-07,1945.0,1.223686396656376e-08,194.0,0.1673436313867569,0.9704881906509399,Var,"[[""Var"", 0.9999371767044067], [""var"", 2.2827085558674298e-05], [""Var"", 4.22258608523407e-06], [""Val"", 4.22258608523407e-06], [""Variable"", 3.5006469261134043e-06]]"
84,1,control,none,,resources,1.8372645627096063e-06,418.0,1.8372645627096063e-06,418.0,0.9873220920562744,0.7832196354866028,,"[["";"", 0.7832196354866028], ["";"", 0.1059972494840622], ["";"", 0.04703599214553833], [""="", 0.022218231111764908], ["""", 0.022218231111764908]]"
84,1,mask,full,,resources,2.687453370953108e-09,91921.0,6.3373690863954835e-06,23.0,0.1766461879014969,0.9689456224441528,,"[["";"", 0.9689456224441528], ["";"", 0.02582152560353279], ["";"", 0.002721569035202265], ["""", 0.00025314532103948295], ["";"", 0.00019714978407137096]]"
89,1,smell,severe,a,bytes,7.784149147482822e-07,1307.0,2.4734279691074335e-07,8069.0,1.0849424600601196,0.7419837117195129,,"[["";"", 0.7419837117195129], ["";"", 0.14610524475574493], ["";"", 0.050492625683546066], ["";"", 0.01857519894838333], ["";"", 0.01744978502392769]]"
89,1,smell,moderate,val,bytes,1.5782092305016704e-05,218.0,9.932734883477679e-07,9801.0,2.252683639526367,0.5057894587516785,,"[["";"", 0.5057894587516785], ["";"", 0.1860695630311966], ["";"", 0.09356164932250977], ["";"", 0.08789302408695221], ["";"", 0.028534691780805588]]"
89,1,smell,mild,item,bytes,2.8634363843593746e-05,107.0,1.8162883179684286e-06,2106.0,1.9250142574310303,0.5479736924171448,,"[["";"", 0.5479736924171448], ["";"", 0.189374640583992], ["";"", 0.07894309610128403], ["""", 0.05775599926710129], ["";"", 0.0350307859480381]]"
89,1,control,none,,bytes,1.3117793287165114e-06,1958.0,1.3117793287165114e-06,1958.0,1.8118321895599365,0.5039696097373962,,"[["";"", 0.5039696097373962], ["";"", 0.19735732674598694], ["";"", 0.1537020355463028], ["";"", 0.04989974945783615], ["";"", 0.03429556265473366]]"
89,1,mask,full,,bytes,4.7071392117459254e-08,92876.0,4.5363384515439975e-07,5659.0,1.1142406463623047,0.6950385570526123,,"[["";"", 0.6950385570526123], ["";"", 0.24019891023635864], ["";"", 0.017399949952960014], ["";"", 0.016345741227269173], ["";"", 0.0034262530971318483]]"
91,1,smell,severe,a,merged,6.691567300265433e-10,220.0,2.3391046044540786e-12,16498.0,5.074979708297178e-05,0.9999971389770508,copy,"[[""copy"", 0.9999971389770508], ["".copy"", 4.737894130357745e-07], [""Copy"", 3.6898757116432535e-07], [""_copy"", 2.873677829029475e-07], [""copy"", 1.1253485610041025e-07]]"
91,1,smell,moderate,foo,merged,2.6369480110588484e-05,105.0,2.9701532184844837e-06,639.0,1.1673071384429932,0.7815874814987183,,"[["""", 0.7815874814987183], [""="", 0.1057763621211052], ["""", 0.04142262041568756], [""."", 0.01956666074693203], [""="", 0.004101394675672054]]"
91,1,smell,mild,value1,merged,0.001250203286190299,29.5,6.034332500348683e-07,63.0,0.47631317377090454,0.9139614105224609,1,"[[""1"", 0.9919025301933289], [""0"", 0.0040536788292229176], [""2"", 0.003360617905855179], [""3"", 0.0002936475211754441], [""4"", 3.85181738238316e-05]]"
91,1,control,none,,merged,4.981446181773208e-06,52.0,4.981446181773208e-06,52.0,0.17524345219135284,0.9779562950134277,,"[["""", 0.9779562950134277], ["""", 0.012310652993619442], [""="", 0.0039966837503015995], [""."", 0.0004212473868392408], ["""", 0.00037174951285123825]]"
91,1,mask,full,,merged,4.731671499058621e-09,89147.0,3.6224416817276506e-06,58.0,0.19296133518218994,0.9720361828804016,,"[["""", 0.9720361828804016], ["""", 0.02147507481276989], [""="", 0.0009435489191673696], ["""", 0.0005376180051825941], ["""", 0.0002877661900129169]]"
94,1,smell,severe,a,model,1.5080456250871066e-05,15.0,5.1016522775171325e-05,8.0,0.28489527106285095,0.9315913915634155,,"[["","", 0.9315913915634155], ["","", 0.06339558959007263], ["""", 0.0031562806107103825], ["","", 0.0001895493915071711], ["";"", 0.00010467911488376558]]"
94,1,smell,moderate,bar,model,2.1673075025319122e-05,13.0,1.2543413504317869e-05,17.0,0.2450883984565735,0.949385941028595,,"[["","", 0.949385941028595], ["","", 0.041713107377290726], ["""", 0.006809477228671312], [""\uff0c"", 0.00012088270159438252], ["":"", 0.00011716353037627414]]"
94,1,smell,mild,value1,model,2.0506300700162683e-05,32.5,2.853276903636015e-08,141.0,0.07216395437717438,0.9887735247612,1,"[[""1"", 0.9872444272041321], [""0"", 0.012427573092281818], [""2"", 0.00024229912378359586], [""Of"", 2.2537327822647057e-05], [""3"", 1.2063362191838678e-05]]"
94,1,control,none,,model,2.3935804165375885e-06,14.0,2.3935804165375885e-06,14.0,0.16170339286327362,0.9641867876052856,,"[["","", 0.9641867876052856], ["","", 0.03512050211429596], ["""", 0.00017312956333626062], ["","", 0.00011899009405169636], [""\uff0c"", 4.807634468306787e-05]]"
94,1,mask,full,,model,2.0515826537614856e-10,94052.0,0.00011295857257209718,5.0,0.13042612373828888,0.9743453860282898,,"[["","", 0.9743453860282898], ["","", 0.02439226023852825], ["""", 0.00034793687518686056], ["","", 0.00022464492940343916], [""model"", 0.00011295857257209718]]"
100,1,smell,severe,a,additionalParams,6.406557804439217e-05,15.0,6.517249317994356e-08,2701.0,0.19345778226852417,0.9698601961135864,,"[["""", 0.9698601961135864], ["""", 0.018909264355897903], [""="", 0.005089359357953072], ["""", 0.0016522732330486178], [""="", 0.0005039147799834609]]"
100,1,smell,moderate,data,additionalParams,3.508890586090274e-06,43.0,5.583664375308217e-08,788.0,0.16033075749874115,0.9714547395706177,,"[["""", 0.9714547395706177], ["""", 0.02284642681479454], ["""", 0.0022621024399995804], [""="", 0.0014605231117457151], [""."", 0.0003469046496320516]]"
100,1,smell,mild,result1,additionalParams,0.0014928803868770046,12.0,2.111324753695243e-06,1428.5,0.21478956937789917,0.9672759771347046,1,"[[""1"", 0.9979541301727295], [""2"", 0.0011684841010719538], [""3"", 0.00013955554459244013], [""0"", 0.00013955554459244013], [""Map"", 5.638553193421103e-05]]"
100,1,control,none,,additionalParams,2.89841796383139e-07,21433.5,2.89841796383139e-07,21433.5,0.05605475232005119,0.990993857383728,Params,"[[""Params"", 0.9992583394050598], [""Parameters"", 0.00027790202875621617], [""_params"", 0.00013973792374599725], [""Param"", 0.0001233182701980695], [""params"", 5.825142943649553e-05]]"
100,1,mask,full,,additionalParams,1.286201666006459e-10,90751.5,3.265635704963188e-06,17.0,0.0435020849108696,0.9933483600616455,Params,"[[""Params"", 0.9999293088912964], [""Params"", 2.5866273063002154e-05], [""Parameters"", 1.0782666322484147e-05], [""_params"", 1.0129377187695354e-05], [""params"", 6.961812687222846e-06]]"
102,1,smell,severe,xx,prevState,0.0020750693511217833,5.0,3.3925601883311174e-07,21030.0,0.7807152271270752,0.9194213151931763,,"[["")"", 0.9194213151931763], ["""", 0.020312661305069923], ["")"", 0.012320253066718578], ["")"", 0.0026644417084753513], [""xx"", 0.0020750693511217833]]"
102,1,smell,moderate,bar,prevState,0.00039138057036325336,8.0,2.918569634857704e-07,6729.0,0.3470754623413086,0.9672191739082336,,"[["")"", 0.9672191739082336], ["")"", 0.008907780982553959], ["""", 0.004207737743854523], ["")."", 0.0016477738972753286], [""]"", 0.0006868942873552442]]"
102,1,smell,mild,temp1,prevState,0.0005235018820712867,13.5,7.118204914391413e-10,49635.0,0.4712001383304596,0.9372879266738892,1,"[[""1"", 0.983812153339386], [""0"", 0.007511497940868139], [""2"", 0.006227250676602125], [""3"", 0.001151925534941256], [""4"", 0.00022682758572045714]]"
102,1,control,none,,prevState,4.2654914267359345e-08,14270.0,4.2654914267359345e-08,14270.0,0.12316269427537918,0.9869931936264038,,"[["")"", 0.9869931936264038], ["")"", 0.005513298790901899], ["")"", 0.0019053451251238585], ["""", 0.001085632829926908], [""))"", 0.00035245338222011924]]"
102,1,mask,full,,prevState,1.6936493318908674e-09,95961.0,3.424283434583231e-08,5406.0,0.07770849764347076,0.9911590218544006,,"[["")"", 0.9911590218544006], ["")"", 0.004886005073785782], ["")"", 0.0014901473186910152], ["""", 0.00048378005158156157], [""){"", 9.526193025521934e-05]]"
104,1,smell,severe,x,invocation,0.00015953478578012437,13.0,2.5639572413638234e-05,67.0,0.30397704243659973,0.9757990837097168,,"[[""."", 0.9757990837097168], [""."", 0.003105754731222987], [""."", 0.0009472015663050115], [""_"", 0.0005745068192481995], ["""", 0.0004914017044939101]]"
104,1,smell,moderate,bar,invocation,1.915143548103515e-05,54.0,4.340556643001037e-06,221.0,0.2458779364824295,0.9808036684989929,,"[[""."", 0.9808036684989929], [""."", 0.0035373305436223745], [""-"", 0.0004358846344985068], ["".."", 0.00035024312091991305], ["","", 0.0003394672821741551]]"
104,1,smell,mild,value1,invocation,4.18975218963169e-05,20.0,2.5513731998216826e-06,64.0,0.097847580909729,0.9873433113098145,1,"[[""1"", 0.9806851148605347], [""2"", 0.010234368033707142], [""0"", 0.003322612727060914], [""3"", 0.0022835959680378437], [""4"", 0.0004496667243074626]]"
104,1,control,none,,invocation,9.149483048531692e-06,20.0,9.149483048531692e-06,20.0,0.07758308947086334,0.9919692873954773,,"[[""."", 0.9919692873954773], [""."", 0.005205377005040646], [""."", 0.00018960583838634193], ["".."", 5.432298348750919e-05], [""`."", 4.100513979210518e-05]]"
104,1,mask,full,,invocation,3.5174366530554835e-08,100013.0,0.001218879595398903,7.0,1.2907031774520874,0.8364628553390503,,"[[""."", 0.8364628553390503], [""."", 0.04719000682234764], [""ocation"", 0.03675161302089691], ["""", 0.0034184325486421585], ["".mock"", 0.002662278013303876]]"
108,1,smell,severe,a,scale,0.00011599062418099493,26.0,1.4292848391050939e-05,136.0,0.7169548273086548,0.855772078037262,decay,"[[""decay"", 0.855772078037262], [""custom"", 0.07024604827165604], [""function"", 0.03759999945759773], [""specific"", 0.011467352509498596], [""distance"", 0.002899400657042861]]"
108,1,smell,moderate,data,scale,0.00011251778050791472,29.0,6.384169637385639e-07,3184.0,1.1995010375976562,0.7100646495819092,,"[["");"", 0.7100646495819092], ["");"", 0.17953245341777802], ["");"", 0.05143691226840019], ["","", 0.008938395418226719], ["")"", 0.008938395418226719]]"
108,1,smell,mild,item,scale,1.2800629519915674e-05,134.0,3.464971598532429e-07,12738.0,1.398895502090454,0.6763691902160645,,"[["");"", 0.6763691902160645], ["");"", 0.19378302991390228], ["");"", 0.03163420781493187], ["","", 0.023144081234931946], ["")"", 0.01027012336999178]]"
108,1,control,none,,scale,1.6418397308370913e-07,6715.0,1.6418397308370913e-07,6715.0,0.6570870876312256,0.8593533039093018,,"[["");"", 0.8593533039093018], ["");"", 0.079932302236557], ["");"", 0.0427846796810627], ["";"", 0.004236257169395685], ["");"", 0.0008879677043296397]]"
108,1,mask,full,,scale,9.554029567482303e-09,109562.0,2.6754634745884687e-05,52.0,0.8765144944190979,0.7566890716552734,,"[["");"", 0.7566890716552734], ["");"", 0.20366010069847107], ["");"", 0.01385924406349659], ["")"", 0.002729046856984496], ["")"", 0.0024083754979074]]"
111,1,smell,severe,xx,additionalSettings,5.909327228437178e-06,40.0,7.352080899636348e-08,7335.0,0.3502715528011322,0.932180643081665,,"[["""", 0.932180643081665], [""="", 0.046410541981458664], ["""", 0.00972817838191986], [""="", 0.007117286790162325], ["""", 0.0004843374772462994]]"
111,1,smell,moderate,val,additionalSettings,8.382836676901206e-05,11.0,4.4937685572676855e-08,13482.0,0.8677538633346558,0.6381134986877441,,"[["""", 0.6381134986877441], [""="", 0.32086360454559326], ["""", 0.0181018877774477], [""="", 0.01700514741241932], ["""", 0.0005466295988298953]]"
111,1,smell,mild,result1,additionalSettings,0.00024644443651311576,12.0,7.434911071017847e-06,6966.5,0.4357210397720337,0.8462377786636353,1,"[[""1"", 0.9991028308868408], [""2"", 0.0007552984752692282], [""0"", 4.8284615331795067e-05], [""3"", 4.5359196519711986e-05], ["""", 8.656953468744177e-06]]"
111,1,control,none,,additionalSettings,9.013568414983908e-07,2497.0,9.013568414983908e-07,2497.0,0.029899079352617264,0.9959656000137329,Settings,"[[""Settings"", 0.9996908903121948], [""Settings"", 0.00010887510870816186], [""Setting"", 8.479200914734975e-05], [""_settings"", 5.474584031617269e-05], [""settings"", 1.3841916370438412e-05]]"
111,1,mask,full,,additionalSettings,3.5756043200059484e-11,106543.0,2.8798494076998082e-05,46.5,0.03891263157129288,0.9938685297966003,Settings,"[[""Settings"", 0.9999505281448364], [""Settings"", 1.8924569303635508e-05], [""_settings"", 1.4738468962605111e-05], [""Setting"", 4.784880729857832e-06], [""settings"", 8.851139341459202e-07]]"
123,1,smell,severe,a,factory,8.872340004018042e-06,35.0,8.33479225548217e-06,40.0,0.6743844747543335,0.7260968089103699,,"[["","", 0.7260968089103699], ["","", 0.26711612939834595], [""_,"", 0.001091642421670258], ["""", 0.0002513103245291859], [""_,"", 0.00023608423362020403]]"
123,1,smell,moderate,foo,factory,6.276142357819481e-06,29.0,5.837721914758731e-07,196.0,0.7268195152282715,0.5299328565597534,,"[["","", 0.5299328565597534], ["","", 0.46766409277915955], ["""", 0.00010782456956803799], [""_,"", 8.93897085916251e-05], [""\uff0c"", 7.888614345574751e-05]]"
123,1,smell,mild,value1,factory,2.5743573189629387e-05,102.0,2.4115955966408364e-05,13.0,0.4378901422023773,0.819678544998169,1,"[[""1"", 0.9618595242500305], [""0"", 0.027285855263471603], [""2"", 0.00648095877841115], [""Factory"", 0.0014460972743108869], [""Of"", 0.0007740401197224855]]"
123,1,control,none,,factory,5.526966333491146e-07,24.0,5.526966333491146e-07,24.0,0.36994612216949463,0.8805517554283142,,"[["","", 0.8805517554283142], ["","", 0.11916971951723099], ["","", 5.4642059694742784e-05], ["""", 2.2778202037443407e-05], [""\uff0c"", 5.410297035268741e-06]]"
123,1,mask,full,,factory,1.2648817548921443e-09,95606.0,7.692634244449437e-05,9.0,0.3846845030784607,0.9069553017616272,,"[["","", 0.9069553017616272], ["","", 0.08435998111963272], ["""", 0.003945569042116404], ["""", 0.0001680225832387805], ["""", 0.0001680225832387805]]"
126,1,smell,severe,xx,percentDelta,4.349819391791243e-06,54.0,1.4525278402288677e-07,3408.0,0.2091030478477478,0.9676583409309387,,"[["")"", 0.9676583409309387], ["")"", 0.025787221267819405], ["")"", 0.001366672688163817], ["""", 0.0005027707666158676], [""))"", 0.00015333642659243196]]"
126,1,smell,moderate,data,percentDelta,6.95904454914853e-05,9.0,7.654528388911785e-08,5781.0,0.23267321288585663,0.9592214226722717,,"[["")"", 0.9592214226722717], ["")"", 0.03282275050878525], ["")"", 0.003682610811665654], ["""", 0.00024289448629133403], [""})"", 0.00017770541307982057]]"
126,1,smell,mild,temp1,percentDelta,5.970903991681098e-06,273.5,9.427373015569174e-08,1964.5,0.24819807708263397,0.9492882490158081,1,"[[""1"", 0.9632742404937744], [""0"", 0.025670388713479042], [""2"", 0.007354688830673695], [""3"", 0.0009953489061444998], [""4"", 0.0005671327235177159]]"
126,1,control,none,,percentDelta,5.163503686844706e-07,8329.0,5.163503686844706e-07,8329.0,0.7137876749038696,0.8783997297286987,Delta,"[[""Delta"", 0.7896789908409119], [""Complete"", 0.09431370347738266], [""Done"", 0.05373832955956459], [""Elapsed"", 0.003656939370557666], [""complete"", 0.003227237379178405]]"
